                  中证加权 (ICL9)
      时间	    开盘	    最高	    最低	    收盘	         成交量	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	  DMI.PDI   	  DMI.MDI   	  DMI.ADX   	  DMI.ADXR  	
 2019/09/12	  5184.2	  5217.6	  5142.2	  5192.4	          91617	      91617	           	           	           	           	           	           	
 2019/09/16	  5181.6	  5227.4	  5155.4	  5180.6	         101917	     101917	           	           	      13.61	       0.00	           	           	
 2019/09/17	  5158.2	  5165.6	  5055.0	  5067.0	         110346	     110346	           	           	       4.96	      50.81	           	           	
 2019/09/18	  5087.8	  5093.2	  5059.4	  5064.0	          86609	      86609	           	           	       4.23	      43.39	           	           	
 2019/09/19	  5072.4	  5109.2	  5047.6	  5107.6	         103818	     103818	      98861	           	       8.81	      34.27	           	           	
 2019/09/20	  5117.2	  5140.8	  5092.8	  5099.4	         100449	     100449	     100628	           	      16.83	      29.44	           	           	
 2019/09/23	  5063.8	  5097.4	  5023.8	  5089.6	          86268	      86268	      97498	           	      13.78	      40.66	      66.70	           	
 2019/09/24	  5089.2	  5175.0	  5069.8	  5075.6	         105606	     105606	      96550	           	      25.87	      32.46	      51.91	           	
 2019/09/25	  5053.4	  5055.0	  4994.8	  4996.6	          91588	      91588	      97546	           	      22.40	      40.56	      43.02	           	
 2019/09/26	  5019.0	  5022.6	  4901.6	  4904.4	          98759	      98759	      96534	      97698	      18.66	      46.66	      36.46	           	
 2019/09/27	  4914.6	  4962.2	  4911.4	  4929.6	          77574	      77574	      91959	      96293	      17.28	      43.20	      33.75	           	
 2019/09/30	  4937.0	  4952.8	  4836.6	  4838.6	          80725	      80725	      90850	      94174	      15.04	      45.94	      37.66	           	
 2019/10/08	  4879.2	  4924.4	  4861.4	  4865.4	          76050	      76050	      84939	      90745	      13.73	      41.94	      37.87	      52.28	
 2019/10/09	  4839.2	  4919.6	  4831.0	  4905.6	          84155	      84155	      83453	      90499	      12.59	      41.31	      44.87	      48.39	
 2019/10/10	  4902.8	  4973.6	  4902.8	  4965.4	          86843	      86843	      81069	      88802	      16.54	      38.75	      46.76	      44.89	
 2019/10/11	  4975.8	  5004.8	  4928.8	  4998.0	          90910	      90910	      83737	      87848	      18.35	      38.61	      45.54	      41.00	
 2019/10/14	  5030.4	  5092.6	  5021.2	  5043.4	         108257	     108257	      89243	      90047	      26.73	      30.69	      39.55	      36.65	
 2019/10/15	  5032.6	  5034.4	  4981.8	  4988.8	          82931	      82931	      90619	      87779	      26.08	      33.39	      33.15	      35.40	
 2019/10/16	  5010.0	  5023.0	  4950.8	  4950.8	          98555	      98555	      93499	      88476	      24.45	      35.76	      27.83	      32.85	
 2019/10/17	  4957.4	  4974.4	  4917.6	  4936.8	          94573	      94573	      95045	      88057	      21.55	      38.35	      23.63	      34.25	
 2019/10/18	  4947.6	  4973.2	  4825.4	  4849.2	         108159	     108159	      98495	      91116	      20.29	      37.99	      22.00	      34.38	
 2019/10/21	  4845.8	  4863.0	  4798.6	  4856.4	          71565	      71565	      91157	      90200	      14.48	      41.53	      24.11	      34.83	
 2019/10/22	  4861.8	  4929.0	  4853.4	  4909.6	          89089	      89089	      92388	      91504	      20.10	      35.40	      27.56	      33.55	
 2019/10/23	  4912.8	  4921.4	  4847.0	  4876.2	          71692	      71692	      87016	      90257	      20.92	      29.25	      28.28	      30.71	
 2019/10/24	  4868.0	  4886.4	  4828.2	  4879.0	          81544	      81544	      84410	      89728	      20.91	      30.88	      28.36	      28.10	
 2019/10/25	  4862.2	  4932.0	  4826.2	  4927.6	          90916	      90916	      80961	      89728	      25.13	      24.56	      23.87	      23.75	
 2019/10/28	  4998.6	  5003.4	  4950.2	  4998.4	          88973	      88973	      84443	      87800	      31.71	      24.78	      20.85	      21.43	
 2019/10/29	  4981.0	  4983.2	  4931.2	  4932.2	          68831	      68831	      80391	      86390	      32.33	      24.23	      15.19	      19.65	
 2019/10/30	  4905.4	  4911.8	  4863.0	  4870.2	          78374	      78374	      81728	      84372	      27.46	      30.47	      11.46	      19.51	
 2019/10/31	  4881.6	  4895.4	  4834.0	  4846.6	          73242	      73242	      80067	      82239	      24.96	      33.55	      11.14	      19.71	
 2019/11/01	  4827.0	  4902.4	  4820.6	  4899.6	          82663	      82663	      78417	      79689	      17.07	      35.20	      13.71	      21.04	
 2019/11/04	  4914.4	  4946.0	  4897.0	  4905.8	          75719	      75719	      75766	      80104	      21.39	      31.90	      16.81	      20.34	
 2019/11/05	  4917.8	  4976.8	  4890.6	  4946.4	          91420	      91420	      80284	      80337	      23.98	      28.60	      16.23	      18.54	
 2019/11/06	  4939.2	  4956.4	  4868.0	  4900.2	          82444	      82444	      81098	      81413	      23.29	      26.82	      15.02	      15.11	
 2019/11/07	  4890.0	  4954.0	  4888.6	  4933.4	         102054	     102054	      86860	      83464	      25.17	      19.96	      16.08	      13.77	
 2019/11/08	  4979.8	  4987.6	  4908.4	  4913.0	         100409	     100409	      90409	      84413	      28.05	      17.10	      17.67	      14.41	
 2019/11/11	  4872.0	  4873.6	  4793.2	  4798.2	          87777	      87777	      92821	      84293	      20.80	      27.05	      14.07	      13.89	
 2019/11/12	  4811.8	  4818.8	  4746.4	  4800.2	          94204	      94204	      93378	      86831	      20.84	      30.84	      14.00	      15.41	
 2019/11/13	  4791.4	  4804.0	  4767.2	  4798.6	          82799	      82799	      93449	      87273	      21.26	      29.69	      15.30	      15.76	
 2019/11/14	  4795.2	  4829.2	  4780.2	  4808.4	          96364	      96364	      92311	      89585	      20.43	      31.37	      17.64	      16.33	
 2019/11/15	  4813.2	  4845.4	  4770.2	  4779.4	         104282	     104282	      93085	      91747	      14.93	      31.39	      21.65	      18.86	
 2019/11/18	  4768.8	  4822.6	  4763.8	  4810.8	          78791	      78791	      91288	      92054	      15.05	      30.38	      23.23	      20.45	
 2019/11/19	  4812.8	  4903.2	  4810.4	  4898.8	          82599	      82599	      88967	      91172	      22.63	      22.97	      21.18	      17.62	
 2019/11/20	  4893.0	  4908.8	  4851.8	  4854.8	          72858	      72858	      86979	      90214	      23.29	      20.20	      19.13	      16.57	
 2019/11/21	  4835.6	  4885.0	  4830.6	  4870.6	          77809	      77809	      83268	      87789	      23.93	      21.56	      17.25	      16.27	
 2019/11/22	  4880.8	  4954.8	  4787.6	  4808.8	         121332	     121332	      86678	      89882	      23.74	      19.25	      15.47	      16.56	
 2019/11/25	  4819.0	  4836.8	  4774.0	  4827.8	          80036	      80036	      86927	      89107	      21.40	      20.92	       9.73	      15.69	
 2019/11/26	  4844.6	  4852.0	  4795.0	  4804.2	          79328	      79328	      86273	      87620	      23.50	      19.39	       5.70	      14.47	
 2019/11/27	  4799.2	  4868.4	  4789.4	  4831.4	          94270	      94270	      90555	      88767	      24.74	      19.14	       7.71	      14.44	
 2019/11/28	  4821.0	  4848.8	  4807.8	  4826.6	          75653	      75653	      90124	      86696	      22.38	      19.86	       7.52	      13.33	
 2019/11/29	  4821.2	  4844.4	  4773.2	  4831.2	          92039	      92039	      84265	      85472	      23.50	      12.58	      11.69	      14.47	
 2019/12/02	  4847.4	  4871.6	  4819.6	  4845.4	          77907	      77907	      83839	      85383	      26.85	       7.94	      19.00	      17.24	
 2019/12/03	  4829.8	  4874.8	  4800.4	  4874.4	          85899	      85899	      85154	      85713	      25.83	       9.58	      26.46	      18.10	
 2019/12/04	  4861.8	  4881.6	  4836.0	  4860.0	          83962	      83962	      83092	      86824	      24.06	       9.61	      32.02	      18.86	
 2019/12/05	  4876.0	  4926.4	  4862.4	  4909.0	          91983	      91983	      86358	      88241	      27.19	       9.70	      37.80	      22.75	
 2019/12/06	  4906.4	  4967.8	  4898.2	  4966.6	          85193	      85193	      84989	      84627	      31.08	       8.95	      46.02	      26.77	
 2019/12/09	  4977.8	  5000.4	  4957.0	  4978.6	          84302	      84302	      86268	      85054	      27.61	       9.42	      49.17	      30.43	
 2019/12/10	  4961.4	  5024.4	  4955.6	  5012.8	          87936	      87936	      86675	      85914	      29.20	       9.30	      48.73	      33.87	
 2019/12/11	  5009.6	  5019.8	  4969.6	  4988.6	          85634	      85634	      87010	      85051	      29.33	       7.11	      51.24	      38.85	
 2019/12/12	  4987.2	  5010.4	  4973.2	  4975.0	          77562	      77562	      84125	      85242	      25.46	       8.23	      52.61	      42.32	
 2019/12/13	  5028.6	  5062.2	  4994.4	  5050.4	         101052	     101052	      87297	      86143	      30.87	       6.38	      55.66	      46.73	
 2019/12/16	  5048.8	  5127.2	  5041.2	  5118.6	          98161	      98161	      90069	      88168	      35.55	       6.17	      58.18	      52.10	
 2019/12/17	  5122.4	  5234.4	  5115.8	  5204.6	         115982	     115982	      95678	      91177	      43.97	       5.90	      62.72	      55.94	
 2019/12/18	  5214.8	  5255.0	  5188.2	  5215.4	         111010	     111010	     100753	      93882	      44.95	       5.74	      66.99	      57.86	
 2019/12/19	  5212.8	  5232.8	  5189.2	  5222.0	          94988	      94988	     104239	      94182	      46.32	       2.11	      72.04	      61.64	
 2019/12/20	  5235.8	  5243.2	  5175.0	  5183.6	         108966	     108966	     105821	      96559	      42.57	       3.61	      77.58	      65.10	
 2019/12/23	  5161.4	  5184.6	  5029.4	  5031.2	         110785	     110785	     108346	      99208	      39.15	      15.87	      73.68	      64.67	
 2019/12/24	  5048.4	  5118.2	  5043.8	  5099.4	          79412	      79412	     101032	      98355	      36.96	      15.25	      68.88	      63.53	
 2019/12/25	  5105.6	  5147.4	  5083.4	  5132.6	          93426	      93426	      97515	      99134	      35.55	      15.28	      62.80	      62.76	
 2019/12/26	  5137.8	  5168.2	  5099.8	  5167.0	          91280	      91280	      96774	     100506	      33.62	      15.30	      56.15	      61.57	
 2019/12/27	  5177.8	  5205.0	  5125.0	  5125.6	         101243	     101243	      95229	     100525	      32.87	      14.78	      47.26	      59.65	
 2019/12/30	  5099.4	  5225.6	  5074.6	  5216.2	         107890	     107890	      94650	     101498	      28.49	      18.07	      36.93	      57.26	
 2019/12/31	  5221.0	  5244.8	  5188.4	  5235.8	          82370	      82370	      95242	      98137	      29.98	      17.97	      34.05	      53.87	
 2020/01/02	  5276.6	  5356.6	  5253.4	  5335.0	          97640	      97640	      96085	      96800	      36.90	      16.77	      33.37	      51.12	
 2020/01/03	  5350.6	  5372.2	  5330.2	  5349.4	          78878	      78878	      93604	      95189	      35.28	      17.40	      32.38	      47.59	
 2020/01/06	  5339.8	  5467.6	  5338.6	  5408.8	         114538	     114538	      96263	      95746	      36.50	      16.80	      32.29	      44.22	
 2020/01/07	  5442.2	  5481.6	  5411.4	  5476.6	          96886	      96886	      94062	      94356	      30.15	      17.44	      30.42	      38.84	
 2020/01/08	  5451.6	  5479.6	  5379.0	  5408.0	         116448	     116448	     100878	      98060	      27.67	      19.58	      29.54	      33.24	
 2020/01/09	  5467.6	  5474.2	  5420.8	  5465.8	         103744	     103744	     102099	      99092	      27.17	      19.23	      28.22	      31.14	
 2020/01/10	  5482.2	  5483.8	  5413.6	  5436.6	          97294	      97294	     105782	      99693	      27.89	      18.08	      25.53	      29.45	
 2020/01/13	  5441.8	  5542.8	  5399.8	  5542.8	         117018	     117018	     106278	     101271	      32.88	       6.62	      30.96	      31.67	
 2020/01/14	  5561.0	  5564.4	  5508.4	  5511.2	          95851	      95851	     106071	     100067	      35.48	       6.78	      36.11	      34.20	
 2020/01/15	  5503.0	  5520.0	  5455.6	  5498.0	         106405	     106405	     104062	     102470	      33.08	      11.11	      39.95	      35.18	
 2020/01/16	  5509.4	  5525.0	  5487.2	  5514.4	         100092	     100092	     103332	     102715	      32.60	      11.39	      45.13	      37.34	
 2020/01/17	  5529.6	  5536.6	  5463.4	  5476.8	         117677	     117677	     107409	     106595	      29.68	      13.47	      48.54	      38.38	
 2020/01/20	  5489.2	  5570.4	  5469.6	  5570.2	          91751	      91751	     102355	     104317	      33.97	       9.62	      54.29	      39.91	
 2020/01/21	  5551.0	  5554.0	  5463.0	  5484.6	         105623	     105623	     104310	     105190	      30.90	       9.76	      51.87	      41.41	
 2020/01/22	  5428.0	  5572.0	  5383.4	  5548.4	         125458	     125458	     108120	     106091	      20.29	      15.59	      42.74	      39.43	
 2020/01/23	  5483.4	  5510.4	  5265.4	  5304.6	         152178	     152178	     118537	     110935	      15.97	      20.98	      36.71	      38.33	
 2020/02/03	  4830.2	  4857.8	  4768.8	  4769.0	          93722	      93722	     113746	     110578	       7.53	      42.63	      40.34	      42.74	
 2020/02/04	  4876.2	  4954.4	  4827.8	  4914.8	         135128	     135128	     122422	     112389	      11.21	      40.24	      43.48	      46.01	
 2020/02/05	  4968.2	  5086.8	  4951.0	  5018.0	         139506	     139506	     129198	     116754	      17.18	      37.31	      40.33	      47.31	
 2020/02/06	  5011.8	  5216.0	  4999.8	  5196.6	         150949	     150949	     134297	     121208	      21.81	      34.80	      35.49	      43.68	
 2020/02/07	  5170.2	  5241.2	  5139.2	  5240.0	         137111	     137111	     131283	     124910	      22.19	      34.32	      36.88	      39.81	
 2020/02/10	  5215.4	  5356.4	  5195.0	  5259.2	         119990	     119990	     136537	     125142	      24.48	      34.04	      37.35	      37.03	
 2020/02/11	  5282.8	  5287.8	  5223.0	  5254.8	         111478	     111478	     131807	     127114	      23.44	      33.91	      28.73	      34.53	
 2020/02/12	  5253.8	  5368.0	  5253.2	  5368.0	         121514	     121514	     128208	     128703	      26.36	      30.93	      20.65	      32.07	
 2020/02/13	  5368.0	  5384.2	  5307.0	  5326.0	         127027	     127027	     123424	     128860	      26.39	      30.41	      15.67	      28.00	
 2020/02/14	  5334.6	  5393.8	  5304.6	  5347.8	         128129	     128129	     121628	     126455	      26.62	      29.22	      12.63	      24.06	
 2020/02/17	  5394.6	  5559.0	  5391.4	  5556.0	         135620	     135620	     124754	     130645	      30.68	      27.93	       9.83	      23.36	
 2020/02/18	  5562.8	  5595.8	  5506.8	  5568.4	         145492	     145492	     131556	     131682	      32.39	      27.87	       8.36	      22.85	
 2020/02/19	  5565.4	  5594.0	  5528.8	  5541.8	         125260	     125260	     132306	     130257	      34.07	      25.96	       7.57	      18.15	
 2020/02/20	  5562.8	  5662.0	  5511.4	  5633.4	         157626	     157626	     138425	     130925	      39.14	      22.22	      10.83	      15.74	
 2020/02/21	  5644.6	  5754.2	  5640.0	  5730.8	         159652	     159652	     144730	     133179	      53.13	       0.00	      26.32	      21.00	
 2020/02/24	  5725.2	  5800.6	  5656.4	  5757.4	         146713	     146713	     146949	     135851	      51.53	       0.00	      42.21	      27.42	
 2020/02/25	  5729.6	  5820.8	  5571.2	  5807.4	         203357	     203357	     158522	     145039	      42.25	       4.59	      54.83	      32.33	
 2020/02/26	  5742.4	  5766.4	  5635.8	  5666.0	         204206	     204206	     174311	     153308	      36.16	       4.70	      66.41	      37.38	
 2020/02/27	  5699.4	  5714.8	  5620.0	  5659.6	         162802	     162802	     175346	     156886	      34.90	       5.60	      76.22	      41.89	
 2020/02/28	  5516.2	  5555.0	  5313.0	  5327.8	         218845	     218845	     187185	     165957	      25.86	      20.51	      73.55	      42.19	
 2020/03/02	  5445.2	  5598.4	  5416.2	  5542.0	         181765	     181765	     194195	     170572	      25.42	      18.58	      59.47	      42.89	
 2020/03/03	  5657.2	  5725.0	  5538.8	  5560.6	         179794	     179794	     189482	     174002	      26.66	      18.00	      46.04	      44.12	
 2020/03/04	  5582.4	  5615.0	  5478.4	  5596.0	         157430	     157430	     180127	     177219	      25.29	      20.14	      34.53	      44.68	
 2020/03/05	  5678.0	  5697.0	  5589.4	  5662.4	         166969	     166969	     180961	     178153	      28.18	      19.98	      24.53	      45.47	
 2020/03/06	  5622.8	  5652.6	  5589.0	  5609.8	         140347	     140347	     165261	     176223	      22.45	      21.24	      12.93	      44.58	
 2020/03/09	  5511.0	  5529.0	  5352.6	  5380.0	         175064	     175064	     163921	     179058	      19.31	      29.69	      14.54	      44.04	
 2020/03/10	  5486.8	  5572.4	  5327.0	  5563.6	         213847	     213847	     170731	     180107	      19.65	      27.60	      14.76	      37.11	
 2020/03/11	  5553.2	  5579.8	  5443.4	  5443.4	         158059	     158059	     170857	     175492	      17.37	      27.75	      15.36	      30.70	
 2020/03/12	  5392.2	  5408.8	  5295.8	  5395.4	         169518	     169518	     171367	     176164	      13.60	      33.21	      20.45	      27.49	
 2020/03/13	  5159.8	  5410.4	  5102.6	  5368.8	         223362	     223362	     187970	     176616	      11.09	      38.30	      26.80	      25.67	
 2020/03/16	  5345.6	  5349.2	  5045.6	  5059.6	         190416	     190416	     191040	     177481	      10.80	      36.29	      35.36	      24.15	
 2020/03/17	  5143.8	  5160.2	  4962.4	  5072.2	         212147	     212147	     190700	     180716	      10.70	      38.89	      41.31	      27.92	
 2020/03/18	  5109.2	  5208.6	  4954.4	  4963.0	         218015	     218015	     202692	     186774	      11.74	      36.29	      47.02	      30.89	
 2020/03/19	  5008.4	  5069.0	  4880.6	  5030.4	         238473	     238473	     216483	     193925	      12.40	      30.08	      50.12	      32.74	
 2020/03/20	  5080.6	  5107.6	  4986.4	  5082.0	         191920	     191920	     210194	     199082	      12.91	      31.76	      50.17	      35.31	
 2020/03/23	  4940.2	  4990.0	  4852.8	  4885.0	         166665	     166665	     205444	     198242	       8.06	      36.16	      51.57	      39.19	
 2020/03/24	  4960.6	  5007.4	  4854.4	  4953.2	         185248	     185248	     200064	     195382	       8.65	      33.74	      52.42	      43.89	
 2020/03/25	  5052.2	  5095.0	  5014.8	  5063.2	         152591	     152591	     186979	     194836	       8.74	      33.32	      52.68	      46.99	
 2020/03/26	  5033.0	  5067.6	  4995.6	  5004.2	         133473	     133473	     165979	     191231	       8.75	      34.02	      54.01	      50.51	
 2020/03/27	  5054.0	  5084.8	  4976.0	  4976.0	         158456	     158456	     159287	     184740	       9.24	      27.68	      55.39	      52.76	
 2020/03/30	  4905.8	  4947.4	  4830.0	  4898.6	         152257	     152257	     156405	     180925	       7.89	      34.55	      58.83	      54.50	
 2020/03/31	  4952.6	  4961.6	  4873.6	  4884.0	         133185	     133185	     145992	     173028	       8.32	      35.22	      58.54	      55.06	
 2020/04/01	  4889.8	  4980.0	  4862.6	  4877.0	         150892	     150892	     145653	     166316	       9.17	      29.63	      57.46	      54.94	
 2020/04/02	  4885.4	  5056.8	  4884.4	  5054.0	         161194	     161194	     151197	     158588	      12.99	      22.94	      52.34	      52.51	
 2020/04/03	  5035.0	  5035.6	  4950.8	  4983.2	         130612	     130612	     145628	     152457	      14.35	      22.63	      46.23	      50.12	
 2020/04/07	  5088.2	  5157.2	  5087.6	  5134.0	         129912	     129912	     141159	     148782	      20.37	      18.88	      38.54	      46.96	
 2020/04/08	  5118.0	  5165.0	  5108.6	  5145.6	         112051	     112051	     136932	     141462	      20.35	      20.87	      28.28	      43.55	
 2020/04/09	  5179.8	  5208.4	  5161.4	  5187.0	         117004	     117004	     130155	     137904	      24.28	      18.16	      20.38	      39.46	
 2020/04/10	  5184.0	  5184.8	  5077.6	  5110.0	         136113	     136113	     125138	     138168	      22.23	      23.09	      11.91	      34.69	
 2020/04/13	  5061.8	  5087.8	  5035.4	  5051.8	         113651	     113651	     121746	     133687	      24.40	      19.58	       9.12	      30.73	
 2020/04/14	  5092.8	  5172.8	  5085.6	  5167.2	         131356	     131356	     122035	     131597	      29.24	      19.98	       8.52	      27.38	
 2020/04/15	  5177.4	  5192.4	  5142.0	  5144.6	         120043	     120043	     123633	     130283	      26.42	      21.23	       9.71	      24.12	
 2020/04/16	  5133.8	  5209.8	  5123.4	  5188.6	         160837	     160837	     132400	     131277	      26.17	      20.99	      11.33	      19.80	
 2020/04/17	  5255.0	  5267.8	  5165.6	  5179.8	         159022	     159022	     136982	     131060	      30.23	      19.75	      12.42	      16.40	
 2020/04/20	  5196.0	  5224.0	  5180.8	  5216.4	         100267	     100267	     134305	     128026	      32.47	      10.56	      20.59	      16.25	
 2020/04/21	  5199.8	  5199.8	  5094.6	  5171.0	         127185	     127185	     133471	     127753	      30.68	      16.44	      23.80	      16.46	
 2020/04/22	  5139.0	  5228.0	  5121.8	  5227.8	         124168	     124168	     134296	     128965	      31.63	      16.58	      25.87	      17.20	
 2020/04/23	  5230.0	  5236.0	  5169.6	  5191.6	         112486	     112486	     124626	     128513	      29.05	      18.05	      27.95	      18.83	
 2020/04/24	  5172.0	  5185.4	  5103.4	  5130.8	         115295	     115295	     115880	     126431	      29.40	      23.50	      27.98	      19.65	
 2020/04/27	  5140.6	  5170.2	  5107.8	  5121.4	         107457	     107457	     117318	     125812	      21.69	      25.77	      25.92	      19.17	
 2020/04/28	  5122.2	  5126.2	  4984.0	  5081.0	         149067	     149067	     121695	     127583	      19.56	      33.98	      21.92	      21.25	
 2020/04/29	  5086.2	  5130.6	  5080.2	  5103.2	         107314	     107314	     118324	     126310	      16.58	      34.33	      22.69	      23.25	
 2020/04/30	  5155.4	  5262.8	  5150.2	  5249.0	         131028	     131028	     122032	     123329	      26.29	      26.41	      17.53	      21.70	
 2020/05/06	  5231.0	  5341.4	  5221.6	  5324.2	         120325	     120325	     123038	     119459	      31.34	      22.31	      16.44	      22.19	
 2020/05/07	  5335.4	  5341.8	  5284.0	  5309.4	         107079	     107079	     122963	     120140	      26.18	      23.43	      15.50	      21.74	
 2020/05/08	  5345.4	  5409.0	  5334.0	  5382.8	         126200	     126200	     118389	     120042	      28.84	      22.55	      16.11	      21.01	
 2020/05/11	  5413.0	  5435.4	  5344.2	  5363.4	         118148	     118148	     120556	     119440	      30.75	      21.05	      14.74	      18.33	
 2020/05/12	  5367.2	  5389.2	  5317.6	  5374.4	         124299	     124299	     119210	     120621	      26.95	      23.63	      10.02	      16.36	
 2020/05/13	  5361.0	  5402.2	  5346.4	  5391.8	         113034	     113034	     117752	     120395	      27.72	      23.42	      11.38	      14.46	
 2020/05/14	  5373.4	  5376.8	  5333.4	  5354.0	         129152	     129152	     122167	     122565	      29.15	      18.67	      12.23	      14.33	
 2020/05/15	  5376.4	  5401.0	  5334.0	  5334.0	         138830	     138830	     124693	     121541	      29.77	      19.29	      14.87	      15.18	
 2020/05/18	  5348.0	  5374.4	  5301.8	  5320.8	         118999	     118999	     124863	     122709	      28.95	      21.88	      15.15	      15.63	
 2020/05/19	  5364.0	  5391.0	  5344.6	  5379.8	         103696	     103696	     120742	     119976	      30.80	      16.60	      17.02	      15.88	
 2020/05/20	  5377.2	  5380.8	  5316.2	  5334.8	          92505	      92505	     116636	     117194	      30.74	      18.97	      19.87	      14.95	
 2020/05/21	  5343.0	  5347.0	  5265.0	  5270.6	         102156	     102156	     111237	     116702	      32.39	      13.51	      25.33	      18.36	
 2020/05/22	  5262.2	  5280.0	  5176.4	  5194.6	         125778	     125778	     108627	     116660	      30.55	      20.45	      24.98	      18.60	
 2020/05/25	  5201.8	  5221.6	  5161.6	  5181.0	          98197	      98197	     104466	     114665	      21.08	      23.72	      22.40	      18.63	
 2020/05/26	  5212.4	  5276.4	  5205.6	  5267.0	         100912	     100912	     103910	     112326	      19.30	      24.27	      21.98	      18.57	
 2020/05/27	  5262.8	  5265.2	  5200.6	  5224.0	         100413	     100413	     105491	     111064	      19.10	      24.55	      19.07	      18.05	
 2020/05/28	  5217.0	  5248.6	  5144.0	  5206.0	         122301	     122301	     109520	     110379	      12.70	      29.75	      21.82	      20.85	
 2020/05/29	  5183.4	  5262.6	  5182.8	  5238.4	         106121	     106121	     105589	     107108	      11.65	      30.08	      22.32	      23.82	
 2020/06/01	  5333.8	  5444.4	  5328.0	  5440.0	         129569	     129569	     111863	     108165	      25.66	      24.43	      19.43	      22.20	
 2020/06/02	  5455.4	  5463.0	  5407.0	  5435.6	          93918	      93918	     110464	     107187	      26.13	      24.42	      19.01	      20.70	
 2020/06/03	  5456.4	  5474.4	  5419.6	  5423.2	         100012	     100012	     110384	     107938	      27.17	      23.40	      18.35	      20.17	
 2020/06/04	  5440.6	  5448.4	  5393.2	  5424.0	          89357	      89357	     103795	     106658	      25.38	      25.89	      16.44	      17.75	
 2020/06/05	  5437.2	  5443.2	  5390.4	  5442.2	          96341	      96341	     101839	     103714	      25.81	      23.78	      10.42	      16.12	
 2020/06/08	  5481.8	  5487.0	  5405.6	  5419.2	          93294	      93294	      94584	     103224	      27.90	      23.55	       4.47	      13.40	
 2020/06/09	  5421.8	  5461.8	  5407.4	  5450.2	         106276	     106276	      97056	     103760	      28.15	      21.29	       6.37	      12.90	
 2020/06/10	  5446.0	  5448.4	  5407.8	  5441.2	          92417	      92417	      95537	     102961	      29.15	      17.45	      10.00	      14.50	
 2020/06/11	  5435.4	  5510.0	  5398.6	  5436.6	         149030	     149030	     107472	     105634	      34.45	       9.42	      18.26	      18.30	
 2020/06/12	  5382.0	  5481.8	  5381.4	  5456.0	         146939	     146939	     117591	     109715	      33.25	       9.30	      27.47	      21.95	
 2020/06/15	  5455.0	  5492.4	  5419.6	  5420.6	         141380	     141380	     127208	     110896	      30.02	       9.49	      35.45	      22.94	
 2020/06/16	  5484.6	  5534.2	  5470.4	  5534.0	         131050	     131050	     132163	     114610	      32.35	       8.69	      43.65	      24.06	
 2020/06/17	  5528.0	  5545.8	  5496.4	  5541.0	         113860	     113860	     136452	     115994	      34.96	       4.10	      54.51	      30.44	
 2020/06/18	  5538.6	  5558.2	  5514.0	  5558.0	         132237	     132237	     133093	     120282	      35.95	       4.24	      63.48	      36.74	
 2020/06/19	  5554.8	  5643.8	  5549.8	  5613.6	         143002	     143002	     132306	     124949	      30.26	       4.72	      66.14	      42.20	
 2020/06/22	  5638.6	  5671.8	  5613.8	  5618.0	         103485	     103485	     124727	     125968	      31.15	       4.71	      69.05	      48.26	
 2020/06/23	  5606.8	  5645.2	  5576.0	  5637.6	          99718	      99718	     118460	     125312	      29.56	       8.43	      69.66	      52.55	
 2020/06/24	  5658.4	  5663.6	  5602.6	  5644.0	          85017	      85017	     112692	     124572	      31.22	       5.75	      71.53	      57.59	
 2020/06/29	  5632.4	  5633.6	  5566.6	  5608.8	          92194	      92194	     104683	     118888	      30.47	       8.84	      67.54	      61.02	
 2020/06/30	  5637.8	  5735.8	  5636.2	  5702.8	         122406	     122406	     100564	     116435	      34.61	       8.46	      64.50	      63.99	
 2020/07/01	  5725.4	  5731.2	  5660.6	  5725.4	         118266	     118266	     103520	     114124	      34.10	       8.34	      62.45	      64.29	
 2020/07/02	  5731.2	  5884.8	  5711.0	  5869.0	         139196	     139196	     111416	     114938	      42.99	       7.44	      61.91	      65.48	
 2020/07/03	  5902.6	  5962.4	  5889.8	  5955.0	         140344	     140344	     122481	     117587	      44.96	       7.55	      64.51	      67.08	
 2020/07/06	  6022.0	  6358.8	  6021.6	  6262.8	         176354	     176354	     139313	     121998	      62.20	       4.89	      67.27	      69.40	
 2020/07/07	  6351.2	  6470.0	  6326.4	  6355.2	         168376	     168376	     148507	     124536	      63.23	       4.49	      72.55	      70.04	
 2020/07/08	  6403.0	  6487.0	  6314.4	  6454.6	         142959	     142959	     153446	     128483	      59.58	       4.34	      76.84	      70.67	
 2020/07/09	  6465.6	  6653.6	  6463.8	  6650.2	         156276	     156276	     156862	     134139	      63.14	       3.99	      81.41	      71.93	
 2020/07/10	  6612.8	  6701.8	  6561.6	  6623.8	         167483	     167483	     162290	     142385	      61.87	       3.79	      84.40	      73.16	
 2020/07/13	  6700.2	  6821.6	  6648.2	  6817.0	         158876	     158876	     158794	     149054	      60.40	       3.60	      87.32	      75.92	
 2020/07/14	  6782.4	  6802.4	  6551.8	  6692.6	         208039	     208039	     166727	     157617	      53.63	       7.54	      85.64	      76.45	
 2020/07/15	  6749.8	  6751.6	  6491.2	  6546.6	         216713	     216713	     181477	     167462	      49.44	       7.88	      83.27	      77.91	
 2020/07/16	  6577.0	  6640.8	  6136.6	  6210.6	         258994	     258994	     202021	     179441	      41.23	      18.93	      75.04	      75.94	
